index,COMM_CODE,CLASS,CLASS_CODE,NAME,SECTOR,SRG,COMM_STRUCTURE,CREATED_DT,MODIFIED_DT,RE_VALUE,RE_AREA,RE_UNIT_PRICE,NR_VALUE,NR_AREA,NR_UNIT_PRICE,FL_VALUE,FL_AREA,FL_UNIT_PRICE,attaction,commu_center,court,elementary,hospital,juniorhigh,library,phs_clinic,seniorhigh,social_dev_ctr,visitor_info,MALE,FEMALE,English,Eng_not_spk_oft_home,Population,Top_language,Top_language_num,Top_language_per,Top_2_language,Top_2_language_num,Top_2_language_per,Top_3_language,Top_3_language_num,Top_3_language_per,total_crime_counts,total_disorder_counts
88,MON,Residential,1,MONTGOMERY,NORTHWEST,ESTABLISHED,1950s,2016/12/21,2023/01/17,529471.484375,475.533359375,1113.426584984262,2621149.802631579,27678.057236842105,94.70136506338967,NULL,NULL,NULL,0,1,0,1,0,1,0,0,1,1,0,927,"1,130.00",3505,370,2057,Spanish,55,0.01,"Tagalog (Pilipino, Filipino)",55,0.01,Vietnamese,30,0.01,245,651
89,PKD,Residential,1,PARKDALE,CENTRE,ESTABLISHED,1950s,2016/12/21,2023/01/17,836328.2828282828,446.2860028860029,1873.9738136979176,4213214.285714285,9613.710714285717,438.250578879346,NULL,NULL,NULL,0,1,0,2,0,1,0,0,1,0,0,"2,255.00","1,845.00",1740,50,4100,Mandarin,10,0.01,Spanish,10,0.01,0,0,0,80,127
117,MOP,Residential,1,"MOUNT PLEASANT",CENTRE,ESTABLISHED,"INNER CITY",2016/12/21,2023/03/06,686061.6666666666,414.4353333333333,1655.4130680620865,1719306.319148936,5521.351773049645,311.39228033632423,NULL,NULL,NULL,0,1,0,2,0,2,0,0,1,1,0,"4,072.00","4,312.00",4975,355,8384,Cantonese,70,0.01,Spanish,60,0.01,Mandarin,30,0.01,317,453
135,MAL,Residential,1,"MAYLAND HEIGHTS",NORTHEAST,ESTABLISHED,1960s/1970s,2016/12/21,2023/04/11,424009.3008338679,474.05753688261706,894.4258193259317,1785524.1860465116,11131.072093023256,160.40900383401922,NULL,NULL,NULL,0,1,0,4,0,1,0,0,0,0,0,309,286,5170,560,595,Somali,100,0.02,"Tagalog (Pilipino, Filipino)",95,0.02,Cantonese,55,0.01,225,634
136,REN,Residential,1,RENFREW,CENTRE,ESTABLISHED,"INNER CITY",2016/12/21,2023/04/11,627239.0350877193,461.9199874686717,1357.895419345239,1456229.3251533743,4961.077300613497,293.53086777609656,NULL,NULL,NULL,1,1,0,4,0,3,0,0,0,0,0,"9,775.00","10,061.00",5970,405,19836,Tigrigna,60,0.01,Cantonese,35,0.01,Spanish,35,0.01,308,506
144,RIC,Residential,1,RICHMOND,CENTRE,ESTABLISHED,1950s,2016/12/21,2023/04/13,738113.5362694301,428.933225388601,1720.8122210647605,2860158.823529412,5533.68,516.8637910991259,NULL,NULL,NULL,0,1,0,4,0,3,0,0,2,1,0,817,800,4205,415,1617,Spanish,85,0.02,"Persian (Farsi)",65,0.01,Cantonese,60,0.01,203,276
146,PAL,Residential,1,PALLISER,SOUTH,ESTABLISHED,1960s/1970s,2016/12/21,2023/04/13,577465.5532359082,676.329018789144,853.8234161085759,2497821.4285714286,10589.592857142856,235.87511458352307,NULL,NULL,NULL,0,1,0,1,0,0,0,0,0,0,0,"2,301.00","1,574.00",2790,505,3875,Mandarin,140,0.04,Spanish,55,0.02,Korean,35,0.01,81,93
150,OGD,Residential,1,OGDEN,SOUTHEAST,ESTABLISHED,1950s,2016/12/21,2023/04/17,324195.5229226361,473.38911174785096,684.8394161953554,1197008.9473684211,10455.346616541354,114.48773448358364,NULL,NULL,NULL,0,1,0,4,0,2,0,0,0,0,0,"5,730.00","5,748.00",7800,450,11478,"Tagalog (Pilipino, Filipino)",110,0.01,Spanish,40,0,Arabic,35,0,234,687
151,RIV,Residential,1,RIVERBEND,SOUTHEAST,ESTABLISHED,1980s/1990s,2016/12/21,2023/04/16,426449.8475609756,443.4433841463415,961.6782272711552,1189127.7931034483,12510.127586206896,95.05321068144238,NULL,NULL,NULL,0,1,0,2,0,0,0,0,0,0,0,"5,177.00","5,174.00",8140,1025,10351,"Tagalog (Pilipino, Filipino)",340,0.04,Vietnamese,140,0.01,Spanish,90,0.01,129,273
152,RAM,Residential,1,RAMSAY,CENTRE,ESTABLISHED,"INNER CITY",2016/12/21,2023/04/17,619852.7557160048,463.7646209386282,1336.567577021,6238912.851711026,100424.61368821294,62.125335837296845,NULL,NULL,NULL,0,1,0,2,0,1,0,0,1,0,0,"2,667.00","2,641.00",1925,90,5308,Dinka,35,0.02,Spanish,20,0.01,Italian,20,0.01,85,240
164,LKB,Residential,1,"LAKE BONAVISTA",SOUTH,ESTABLISHED,1960s/1970s,2016/12/21,2023/06/01,727160.1778050276,656.2774984671981,1108.0071760853953,2930480.3738317755,13533.55140186916,216.5344695426389,NULL,NULL,NULL,0,1,0,4,0,2,0,0,0,0,0,"5,168.00","5,422.00",9950,385,0,Cantonese,115,0.01,Spanish,50,0,Mandarin,25,0,248,353
170,MPL,Residential,1,"MAPLE RIDGE",SOUTH,ESTABLISHED,1960s/1970s,2016/12/21,2023/06/01,526456.0643564357,586.7368811881188,897.2609038831565,1638999.2857142857,79653.89642857143,20.576511121261174,NULL,NULL,NULL,0,1,0,2,0,1,0,0,0,0,0,"3,540.00","3,419.00",1975,0,0,0,0,0,0,0,0,0,0,0,62,98
172,PKL,Residential,1,PARKLAND,SOUTH,ESTABLISHED,1960s/1970s,2016/12/21,2023/06/01,601053.4266764922,639.9292557111274,939.249801930943,1071658.3333333333,13694.1375,78.25672360404833,NULL,NULL,NULL,0,1,0,2,0,0,0,0,0,0,0,"2,610.00","2,734.00",3610,120,0,Romanian,30,0.01,Dutch,25,0.01,Cantonese,15,0,41,73
173,NGM,Residential,1,"NORTH GLENMORE PARK",WEST,ESTABLISHED,1950s,2016/12/21,2023/06/01,714383.1877729257,581.0779475982533,1229.410255071041,2703604.8387096776,10169.593548387098,265.8518087124997,NULL,NULL,NULL,0,1,0,3,0,3,0,0,2,0,0,"3,473.00","3,506.00",2460,85,0,Cantonese,25,0.01,Polish,25,0.01,Russian,10,0,64,99
210,MRL,Residential,1,MARLBOROUGH,NORTHEAST,ESTABLISHED,1960s/1970s,2016/12/21,2023/07/24,338141.959798995,484.9719011725293,697.2403122355344,8623575,21451.7575,401.998530889602,NULL,NULL,NULL,0,1,0,4,0,1,0,0,0,0,0,"3,802.00","4,092.00",5180,2975,0,"Tagalog (Pilipino, Filipino)",670,0.07,Arabic,350,0.04,Cantonese,300,0.03,377,1194
215,PIN,Residential,1,PINERIDGE,NORTHEAST,ESTABLISHED,1960s/1970s,2016/12/21,2023/07/31,336560.16106110846,474.95248697299854,708.618588790003,3521720.363636364,9426.25090909091,373.6077468763249,NULL,NULL,NULL,0,1,0,4,0,1,1,1,1,0,0,747,891,7485,1825,0,Arabic,285,0.03,"Punjabi (Panjabi)",235,0.02,"Tagalog (Pilipino, Filipino)",155,0.02,349,1008
218,MOR,Residential,1,"MONTEREY PARK",NORTHEAST,ESTABLISHED,2000s,2016/12/21,2023/07/31,397046.2369895917,413.431224979984,960.368286185482,1497867.5757575757,35491.5,42.203557915488936,NULL,NULL,NULL,0,1,0,1,0,0,0,0,0,0,0,NULL,NULL,5085,4245,0,"Punjabi (Panjabi)",1330,0.12,Vietnamese,670,0.06,Cantonese,495,0.05,163,397
225,PEN,Residential,1,"PENBROOKE MEADOWS",EAST,ESTABLISHED,1960s/1970s,2016/12/21,2023/07/31,304062.1483375959,470.21575447570336,646.643897920071,859166.6666666666,5619.696296296297,152.88489294926967,NULL,NULL,NULL,0,1,0,4,0,0,0,0,0,0,0,282,275,5780,1975,0,Vietnamese,370,0.04,Arabic,290,0.03,Cantonese,250,0.03,275,807
227,MPK,Residential,1,"MARLBOROUGH PARK",NORTHEAST,ESTABLISHED,1960s/1970s,2016/12/21,2023/07/31,336062.20657277,486.4082159624413,690.9056951429444,2634138.867924528,8959.749056603774,293.99694693268657,NULL,NULL,NULL,0,1,0,4,0,2,0,0,0,0,0,NULL,NULL,6150,1875,0,Arabic,465,0.05,Spanish,220,0.02,Vietnamese,215,0.02,290,817
245,MCK,Residential,1,"MCKENZIE LAKE",SOUTHEAST,ESTABLISHED,1980s/1990s,2016/12/21,2024/01/03,529265.9048067861,514.5828934967012,1028.5338115503814,770568.0808080808,12626.323232323231,61.028699062244506,NULL,NULL,NULL,0,1,0,3,0,2,0,0,0,0,0,955,957,12645,890,0,"Tagalog (Pilipino, Filipino)",120,0.01,Russian,105,0.01,Cantonese,55,0,132,278
263,LKV,Residential,1,LAKEVIEW,WEST,ESTABLISHED,1960s/1970s,2016/12/21,2024/02/20,746483.2955832389,647.9920724801812,1151.9944877197092,1451348.4848484849,8313.551515151516,174.5762304116827,NULL,NULL,NULL,0,1,0,2,0,2,0,0,0,0,0,"4,436.00","4,326.00",5130,210,0,Mandarin,30,0.01,Spanish,20,0,Italian,20,0,89,119
294,OAK,Residential,1,OAKRIDGE,SOUTH,ESTABLISHED,1960s/1970s,2016/12/21,2024/02/21,559301.4577259475,660.7730612244899,846.4350176284372,2152200,9338.266,230.4710531912456,NULL,NULL,NULL,0,1,0,1,0,1,0,0,0,0,0,848,838,5145,450,0,Mandarin,65,0.01,Korean,50,0.01,Russian,45,0.01,90,140
303,MID,Residential,1,MIDNAPORE,SOUTH,ESTABLISHED,1960s/1970s,2016/12/21,2024/02/21,451323.85195339273,515.66559287183,875.2258405295047,3187702.02020202,13229.71414141414,240.9501812456609,NULL,NULL,NULL,0,1,0,4,0,2,0,0,0,0,0,"3,576.00","3,456.00",5895,520,0,"Tagalog (Pilipino, Filipino)",105,0.02,Spanish,55,0.01,Polish,55,0.01,157,346
8,RUN,Residential,1,RUNDLE,NORTHEAST,ESTABLISHED,1960s/1970s,2016/12/21,2020/10/22,357765.6518010292,491.6032161234991,727.752870744345,1574346.1538461538,7698.066666666666,204.51188876594392,NULL,NULL,NULL,0,1,0,4,0,2,0,0,0,0,0,"4,280.00","4,378.00",6350,3525,8658,"Tagalog (Pilipino, Filipino)",645,0.06,Arabic,445,0.04,"Punjabi (Panjabi)",410,0.04,376,1204
37,SUN,Industrial,2,SUNRIDGE,NORTHEAST,NULL,EMPLOYMENT,2016/12/21,2016/12/21,NULL,NULL,NULL,6213106.21761658,14373.422797927462,432.2635119668548,NULL,NULL,NULL,0,0,0,0,1,0,0,0,1,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,354,1200
62,THO,Residential,1,THORNCLIFFE,NORTH,ESTABLISHED,1950s,2016/12/21,2023/01/12,431596.82875264273,559.9327272727272,770.8012190229135,1353675.652173913,7798.021739130435,173.59218753920308,NULL,NULL,NULL,0,1,0,3,0,0,0,0,0,0,0,"2,341.00","2,403.00",6635,1565,4744,Cantonese,385,0.04,Mandarin,250,0.03,Arabic,155,0.02,263,662
65,TUX,Residential,1,"TUXEDO PARK",CENTRE,ESTABLISHED,"INNER CITY",2016/12/21,2023/01/12,567627.8724981467,399.61919940696816,1420.4219250238782,3033866.015544041,4385.6932642487045,691.7642964854637,NULL,NULL,NULL,0,1,0,2,0,2,0,0,2,0,0,"4,427.00","4,453.00",3990,865,8880,Cantonese,300,0.06,Mandarin,80,0.02,Spanish,80,0.02,336,677
69,WIN,Residential,1,"WINSTON HEIGHTS/MOUNTVIEW",CENTRE,ESTABLISHED,1950s,2016/12/21,2023/01/12,544033.4615384615,3849.025769230769,141.34315906312756,3117467.65625,28942.9515625,107.71077198253523,NULL,NULL,NULL,0,1,0,2,0,1,0,0,0,0,0,"5,846.00","5,678.00",3295,240,11524,Cantonese,60,0.02,Mandarin,30,0.01,Italian,25,0.01,206,403
77,WGT,Residential,1,WESTGATE,WEST,ESTABLISHED,1950s,2016/12/21,2023/01/16,549769.8123044838,556.1203336809176,988.5806704200148,2699500,9610.907692307692,280.8787771586451,NULL,NULL,NULL,0,1,0,1,0,1,0,0,0,0,0,"1,267.00","1,202.00",2930,245,2469,Spanish,70,0.02,Arabic,30,0.01,Polish,25,0.01,49,101
80,WIL,Residential,1,"WILLOW PARK",SOUTH,ESTABLISHED,1960s/1970s,2016/12/21,2023/01/16,620798.3008181246,682.1714285714285,910.032690929568,10084952.95774648,18318.450704225357,550.5352565334728,NULL,NULL,NULL,0,0,0,3,0,1,1,0,0,0,0,"3,303.00","3,584.00",4720,405,6887,"Tagalog (Pilipino, Filipino)",110,0.02,Spanish,35,0.01,Vietnamese,35,0.01,266,519
84,WLD,Residential,1,WILDWOOD,WEST,ESTABLISHED,1950s,2016/12/21,2023/01/16,750075.1445086705,609.2836223506744,1231.077148627119,3820218.7391304346,109356.41304347826,34.93365073716875,NULL,NULL,NULL,0,1,0,1,0,0,0,0,0,0,0,"1,828.00","1,814.00",2390,100,3642,Cantonese,35,0.01,Korean,15,0.01,Greek,10,0,65,92
86,UND,Residential,1,"UNIVERSITY DISTRICT",NORTHWEST,ESTABLISHED,OTHER,2016/12/21,2023/01/17,NULL,NULL,NULL,29662681.818181816,25485.636363636364,1163.8980245557211,NULL,NULL,NULL,0,0,0,1,1,1,0,0,1,0,0,"10,530.00","10,909.00",160,375,21439,Arabic,130,0.17,"Persian (Farsi)",85,0.11,Mandarin,50,0.07,20,19
98,SOC,Residential,1,"SOUTH CALGARY",CENTRE,ESTABLISHED,"INNER CITY",2016/12/21,2023/01/17,800361.1111111111,380.5031746031746,2103.42820909656,3429979.493670886,16286.332911392406,210.6047759389464,NULL,NULL,NULL,0,1,0,0,0,0,1,0,0,0,0,"1,692.00","1,532.00",3610,315,3224,Arabic,45,0.01,Spanish,40,0.01,"Persian (Farsi)",35,0.01,211,403
100,SNA,Residential,1,SUNALTA,CENTRE,ESTABLISHED,"INNER CITY",2016/12/21,2023/01/18,NULL,NULL,NULL,2731480.175257732,4158.544329896907,656.8356517496707,NULL,NULL,NULL,0,2,0,1,0,0,0,0,0,0,0,"1,173.00","1,181.00",2570,505,2354,Mandarin,95,0.03,Tigrigna,45,0.01,Amharic,40,0.01,266,768
119,SHG,Residential,1,SHAGANAPPI,CENTRE,ESTABLISHED,1950s,2016/12/21,2023/03/05,693620.3836930456,479.9136690647482,1445.3024125042475,3922937.5,77994.5125,50.29760907858742,NULL,NULL,NULL,0,1,0,1,0,0,0,0,0,0,0,"4,591.00","3,965.00",1120,245,8556,"Tagalog (Pilipino, Filipino)",90,0.06,Mandarin,30,0.02,Kurdish,25,0.02,70,214
122,SPR,Residential,1,"SPRUCE CLIFF",WEST,ESTABLISHED,1950s,2016/12/21,2023/03/05,684895.0471698113,563.4516509433962,1215.5347242715156,1557344.3243243245,10903.24054054054,142.8331621717223,NULL,NULL,NULL,0,1,0,1,0,1,0,1,2,0,0,"6,963.00","6,828.00",3485,770,13791,Korean,180,0.04,Arabic,85,0.02,Spanish,50,0.01,119,234
130,WND,Residential,1,"WINDSOR PARK",CENTRE,ESTABLISHED,1950s,2016/12/21,2023/03/08,688109.634551495,705.1523255813954,975.831192195461,3157875,35487.375,88.98587173607515,NULL,NULL,NULL,0,1,0,1,0,1,0,0,1,0,0,"2,525.00","2,409.00",3315,760,4934,"Tagalog (Pilipino, Filipino)",155,0.04,Spanish,80,0.02,Korean,60,0.01,201,394
133,WHL,Residential,1,"WEST HILLHURST",CENTRE,ESTABLISHED,"INNER CITY",2016/12/21,2023/04/04,799387.0661672909,420.1590511860175,1902.582043420927,2115167.5555555555,4801.722222222223,440.501856972614,NULL,NULL,NULL,0,1,0,0,0,1,0,0,1,0,0,"4,214.00","4,299.00",5740,425,8513,Mandarin,80,0.01,Spanish,75,0.01,Cantonese,35,0.01,202,320
145,RUT,Residential,1,"RUTLAND PARK",WEST,ESTABLISHED,1950s,2016/12/21,2023/04/13,601622.9745042493,700.2,859.2159018912442,4034002.5,10110.308333333334,398.99895898328185,NULL,NULL,NULL,0,1,0,1,0,0,0,0,0,0,0,"1,780.00","1,669.00",2025,220,3449,Polish,40,0.02,Oromo,40,0.02,Urdu,35,0.02,55,119
153,STA,Residential,1,"ST. ANDREWS HEIGHTS",CENTRE,ESTABLISHED,1950s,2016/12/21,2023/05/29,1069814.8148148148,651.5535802469136,1641.9444958147517,16466662.857142856,25456.235714285714,646.8616586505748,NULL,NULL,NULL,0,1,0,2,1,2,0,0,1,0,0,"4,486.00","4,042.00",1230,120,8528,"Persian (Farsi)",30,0.02,Spanish,20,0.01,Cantonese,15,0.01,87,222
157,SOW,Residential,1,SOUTHWOOD,SOUTH,ESTABLISHED,1960s/1970s,2016/12/21,2023/06/01,436491.93548387097,558.3992607526882,781.6843003973652,6204857.142857143,13513.846428571427,459.1481171296001,NULL,NULL,NULL,0,1,0,4,0,2,1,0,0,0,0,"2,992.00","2,960.00",5025,820,5952,"Tagalog (Pilipino, Filipino)",275,0.04,Spanish,75,0.01,Arabic,50,0.01,248,661
165,SCE,Residential,1,"SCENIC ACRES",NORTHWEST,ESTABLISHED,1980s/1990s,2020/06/23,2023/06/01,560040.9141172135,552.9959085882787,1012.7397064237232,909664.9484536082,12830.365979381444,70.89937651937996,NULL,NULL,NULL,0,1,0,3,0,0,0,0,0,0,0,"1,131.00","1,232.00",7170,910,0,Mandarin,160,0.02,Cantonese,140,0.02,Urdu,105,0.01,84,102
166,TUS,Residential,1,TUSCANY,NORTHWEST,COMPLETE,2000s,2020/06/23,2023/06/01,559836.6346153846,445.6515961538461,1256.220418477128,1016957.1264367816,29674.41091954023,34.27050765031794,NULL,NULL,NULL,0,1,0,4,0,2,0,0,0,0,0,"3,056.00","2,895.00",16460,2425,0,Mandarin,375,0.02,Spanish,310,0.02,Korean,230,0.01,116,317
176,VAR,Residential,1,VARSITY,NORTHWEST,ESTABLISHED,1960s/1970s,2016/12/21,2023/06/07,696518.7983781791,692.9140066347217,1005.2023652414892,7442071.148648648,17692.080405405406,420.6442079233879,NULL,NULL,NULL,0,1,0,6,0,3,0,0,2,0,0,"3,312.00","3,282.00",10405,1875,0,Mandarin,435,0.03,Cantonese,225,0.02,"Persian (Farsi)",190,0.01,304,396
177,SIL,Residential,1,"SILVER SPRINGS",NORTHWEST,ESTABLISHED,1960s/1970s,2020/06/23,2023/06/07,524313.5748261983,586.8818514452983,893.3886327119935,1056043.1368421053,65967.10631578948,16.00863211714559,NULL,NULL,NULL,0,1,0,3,0,0,0,0,0,0,0,357,333,8110,525,0,Mandarin,75,0.01,Spanish,60,0.01,Russian,40,0,114,208
179,UMR,Residential,1,"UPPER MOUNT ROYAL",CENTRE,ESTABLISHED,"INNER CITY",2016/12/21,2023/06/12,1739527.1084337349,765.9427710843373,2271.0927945322915,4329765.833333333,12946.6625,334.4310422345012,NULL,NULL,NULL,0,1,0,1,0,1,0,0,0,0,0,"6,209.00","6,399.00",2330,160,0,Cantonese,45,0.02,"Persian (Farsi)",20,0.01,Russian,15,0.01,101,156
188,WES,Industrial,2,WESTWINDS,NORTHEAST,NULL,EMPLOYMENT,2016/12/21,2023/07/17,NULL,NULL,NULL,1314815.9965337955,7779.284055459273,169.01503880824305,NULL,NULL,NULL,1,0,0,1,0,1,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,177,527
193,WHI,Residential,1,WHITEHORN,NORTHEAST,ESTABLISHED,1960s/1970s,2016/12/21,2023/07/17,344082.4675324675,433.2394155844156,794.2085949597168,1106977.2727272727,7242.218181818182,152.85058319650935,NULL,NULL,NULL,0,1,0,4,0,1,0,0,0,0,0,"6,459.00","6,388.00",6515,4245,0,"Punjabi (Panjabi)",1050,0.09,"Tagalog (Pilipino, Filipino)",555,0.05,Arabic,420,0.03,319,744
202,SOV,Residential,1,SOUTHVIEW,EAST,ESTABLISHED,1950s,2016/12/21,2023/07/24,369087.2927241963,576.6636209813875,640.0391481190887,2225919.047619048,17309.149999999998,128.59782529003724,NULL,NULL,NULL,0,1,0,1,0,0,0,0,0,0,0,"2,389.00","2,292.00",1540,210,0,Portuguese,35,0.02,Arabic,35,0.02,Romanian,25,0.01,131,618
226,TEM,Residential,1,TEMPLE,NORTHEAST,ESTABLISHED,1960s/1970s,2016/12/21,2023/07/31,340538.8007054673,423.4610582010582,804.1797329656235,1802127.9069767443,7216.63488372093,249.7185926701004,NULL,NULL,NULL,0,1,0,4,0,1,0,0,0,0,0,"5,975.00","5,696.00",7665,2710,0,"Punjabi (Panjabi)",495,0.04,Arabic,350,0.03,Vietnamese,250,0.02,359,710
232,SET,Residential,1,SETON,SOUTHEAST,DEVELOPING,2000s,2016/12/21,2024/01/03,290325.4593175853,280.8965879265092,1033.5670556224163,56024228.571428575,48922.11428571429,1145.171859176744,NULL,NULL,NULL,0,0,0,0,1,0,1,0,1,0,0,184,197,0,0,0,0,0,0,0,0,0,0,0,0,93,184
247,SIG,Residential,1,"SIGNAL HILL",WEST,ESTABLISHED,1980s/1990s,2016/12/21,2024/01/03,646299.2631004367,562.4983351528384,1148.9798684023276,5860907.478991597,14276.891596638656,410.51705403236974,NULL,NULL,NULL,0,0,0,1,0,0,1,0,0,0,0,"2,943.00","3,044.00",10505,2490,0,Korean,320,0.02,Mandarin,300,0.02,Cantonese,255,0.02,261,589
284,SDC,Residential,1,SUNDANCE,SOUTH,ESTABLISHED,1980s/1990s,2016/12/21,2024/02/21,501756.8526281845,500.3784585617543,1002.7547030509508,3271925.0943396227,17647.093396226413,185.4087254413964,NULL,NULL,NULL,0,0,0,5,0,3,0,1,1,0,0,"1,677.00","1,651.00",9140,765,0,Mandarin,160,0.02,"Tagalog (Pilipino, Filipino)",110,0.01,Cantonese,105,0.01,93,185
286,STR,Residential,1,"STRATHCONA PARK",WEST,ESTABLISHED,1980s/1990s,2016/12/21,2024/02/21,632929.3732460244,530.6012160898035,1192.853227722158,1260367.1232876712,8667.97397260274,145.405042432219,NULL,NULL,NULL,0,1,0,3,0,0,0,0,0,0,0,"6,216.00","5,769.00",5805,820,0,Mandarin,110,0.02,Arabic,100,0.01,Cantonese,85,0.01,94,104
299,SHN,Residential,1,SHAWNESSY,SOUTH,ESTABLISHED,1980s/1990s,2016/12/21,2024/02/21,408072.8634039445,446.8447406866325,913.23188178715,7581883.2125,14314.19625,529.6757903888597,NULL,NULL,NULL,0,1,0,3,0,1,1,0,1,0,0,"11,203.00","11,078.00",6995,1775,0,"Tagalog (Pilipino, Filipino)",465,0.05,Mandarin,215,0.02,Spanish,155,0.02,231,914
156,WOO,Residential,1,WOODLANDS,SOUTH,ESTABLISHED,1980s/1990s,2016/12/21,2023/06/01,489079.6098174953,558.6271869100062,875.5026988979773,1671077.3333333333,9511.676666666666,175.68693637259187,NULL,NULL,NULL,0,1,0,2,0,1,0,0,1,0,0,"3,459.00","3,796.00",5155,765,7255,Russian,165,0.03,Spanish,90,0.01,Mandarin,55,0.01,132,310
